3/4_sprint,3p%,3pa_rate,3pm-3pa,ast,ast/to,ast/usg,birth_date,blk,bpm,dbpm,draft_age,draft_position,draft_year,drtg,dws/40,effective_fg%,fg%,fgm-fga,ft%,fta_rate,ftm-fta,g,height,high_school,home_town,lane_agility,max_vertical,mp,name,nation,obpm,ortg,ows/40,per,pf,position,pre-draft_team,proj_nba_3p%,pts,reb,school_year,shuttle,standing_reach,stl,title,to,true_shooting_%,url,usg%,weight,wingspan,ws/40
,.600,.385,2.2-3.6,2.2,0.60,,"Aug 7, 1982",0.0,,,21.85 yrs,50th,2004,,,.577,.462,4.3-9.4,.500,.154,0.7-1.4,5,"6'4""",,"Larissa, Greece",,,36.0,Vassilis Spanoulis,Greece,,,,,5.0,PG,,,11.5,1.4,International,,,0.7,Vassilis Spanoulis 2004 Draft Profile | Tankathon,3.6,.573,https://tankathon.com/players/vassilis-spanoulis,,195 lbs,,
,.376,.633,2.8-7.4,7.3,2.23,,"Feb 4, 1982",0.1,,,22.36 yrs,58th,2004,,,.550,.431,5.0-11.6,.830,.319,3.1-3.7,31,"6'4""",South Eugene High School,"Eugene, OR",,,36.0,Blake Stepp,USA,,,,,2.0,PG,Gonzaga,.383,15.9,5.0,Senior,,,1.3,Blake Stepp 2004 Draft Profile | Tankathon,3.3,.592,https://tankathon.com/players/blake-stepp,,194 lbs,,
3.1,.326,.296,1.6-5.0,5.3,1.39,0.98,"Sep 11, 1982",0.5,,,21.76 yrs,48th,2004,,.032,.499,.451,7.6-16.9,.776,.459,6.0-7.8,29,"6'4.25"" (6'7"" wingspan)",Mansfield Senior High School,"Mansfield, OH",10.94,"33.0""",36.0,Ricky Minard,USA,,,.117,,2.6,SG,Morehead State,.356,22.9,7.7,Senior,,"8'5.5""",2.2,Ricky Minard 2004 Draft Profile | Tankathon,3.8,.556,https://tankathon.com/players/ricky-minard,34.1,198 lbs,"6'7""",.149
,,,,,,,"Mar 31, 1982",,,,22.21 yrs,49th,2004,,,,,,,,,,"6'11.5"" (7'0"" wingspan)",,"Rivne, Ukraine",,,,Sergei Lishouk,Ukraine,,,,,,PF,,,,,International,,"9'1.5""",,Sergei Lishouk 2004 Draft Profile | Tankathon,,,https://tankathon.com/players/sergei-lishouk,,244 lbs,"7'0""",
,.267,.082,0.3-1.2,1.5,0.43,0.33,"Aug 12, 1980",1.0,,,23.84 yrs,8th,2004,,.094,.584,.573,8.5-14.8,.722,.459,4.9-6.8,30,"6'11""",Padre Anacleto High School,"São Paulo, Brazil",,,36.0,Rafael Araújo,Brazil,,,.174,,3.8,C,BYU,.323,22.2,12.2,Senior,,,1.7,Rafael Araújo 2004 Draft Profile | Tankathon,3.5,.616,https://tankathon.com/players/rafael-araujo,31.2,280 lbs,,.268
,.336,.346,2.2-6.5,2.0,0.56,,"Feb 1, 1983",0.3,,,21.37 yrs,26th,2004,,,.532,.474,8.9-18.7,.817,.574,8.8-10.8,27,"6'7""",Zanesville High School,"Zanesville, OH",,,36.0,Kevin Martin,USA,,,,,2.2,SG,Western Carolina,.371,28.7,5.6,Junior,,,2.1,Kevin Martin 2004 Draft Profile | Tankathon,3.6,.602,https://tankathon.com/players/kevin-martin,,185 lbs,,
3.3,.500,.039,0.3-0.5,1.8,0.57,,"Aug 24, 1984",2.6,,,20.81 yrs,7th,2005,,,.531,.521,7.2-13.8,.688,.462,4.4-6.4,31,"6'9.5"" (7'0.25"" wingspan)",Blair Academy,"Queens, NY",10.86,"31.0""",36.0,Charlie Villanueva,USA,,,,,3.1,PF/SF,UConn,.320,19.0,11.6,Sophomore,,"9'1""",0.9,Charlie Villanueva 2005 Draft Profile | Tankathon,3.2,.566,https://tankathon.com/players/charlie-villanueva,,237 lbs,"7'0.25""",
,,,,,,,"Oct 27, 1987",,,,17.63 yrs,10th,2005,,,,,,,,,,"7'0""",St. Joseph High School,"Plainsboro Township, NJ",,,,Andrew Bynum,USA,,,,,,C,,,,,HS Senior,,,,Andrew Bynum 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/andrew-bynum,,280 lbs,,
,.293,.107,0.4-1.4,2.1,0.70,0.44,"Oct 20, 1982",0.9,,,22.65 yrs,55th,2005,,.141,.463,.448,6.0-13.4,.653,.754,6.6-10.1,32,"6'9""",Lamar High School,"Houston, TX",,,36.0,Lawrence Roberts,USA,,,.066,,2.4,PF,Mississippi State,.317,19.1,12.4,Senior,,,1.8,Lawrence Roberts 2005 Draft Profile | Tankathon,3.1,.522,https://tankathon.com/players/lawrence-roberts,28.4,240 lbs,,.211
,.286,.373,1.3-4.5,5.5,2.12,,"Dec 5, 1984",0.0,,,20.53 yrs,41st,2005,,,.507,.453,5.5-12.1,.586,.387,2.7-4.7,7,"6'5""",,"Split, Croatia",,,36.0,Roko Ukić,Croatia,,,,,1.9,PG,,.323,15.0,3.9,International,,,1.8,Roko Ukić 2005 Draft Profile | Tankathon,2.6,.524,https://tankathon.com/players/roko-ukic,,185 lbs,,
3.27,.329,.419,2.0-6.0,2.7,1.03,0.67,"Jul 1, 1984",0.6,,,20.96 yrs,47th,2005,,.052,.482,.413,5.9-14.3,.783,.444,4.9-6.3,26,"6'2.5"" (6'10"" wingspan)",The Colony High School,"The Colony, TX",11.58,"36.0""",36.0,Bracey Wright,USA,,,.096,,2.0,SG/PG,Indiana,.362,18.7,4.9,Junior,,"8'4.5""",1.1,Bracey Wright 2005 Draft Profile | Tankathon,2.7,.542,https://tankathon.com/players/bracey-wright,30.4,187 lbs,"6'10""",.144
,,,,,,,"Oct 27, 1986",,,,18.63 yrs,45th,2005,,,,,,,,,,"6'1""",South Gwinnett High School,"Snellville, GA",,,,Lou Williams,USA,,,,,,SG,,,,,HS Senior,,,,Lou Williams 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/lou-williams,,175 lbs,,
,.353,.248,0.7-1.9,1.6,1.12,,"May 22, 1983",0.9,,,22.07 yrs,48th,2005,,,.617,.573,4.4-7.7,.782,.434,2.6-3.3,53,"6'7""",,,,,36.0,Mickaël Gelabale,France,,,,,4.2,SF,,.341,12.1,5.6,International,,,1.0,Mickaël Gelabale 2005 Draft Profile | Tankathon,1.4,.652,https://tankathon.com/players/mickael-gelabale,,210 lbs,,
3.11,.423,.449,3.0-7.1,3.7,1.40,0.72,"Sep 25, 1984",0.9,,,20.72 yrs,14th,2005,,.084,.584,.489,7.7-15.7,.722,.337,3.8-5.3,33,"6'4"" (6'10.75"" wingspan)",New Hampton School,"Asheville, NC",10.39,"34.5""",36.0,Rashad McCants,USA,,,.150,,3.4,SG,North Carolina,.373,22.2,4.2,Junior,,"8'7.5""",1.8,Rashad McCants 2005 Draft Profile | Tankathon,2.6,.609,https://tankathon.com/players/rashad-mccants,25.8,201 lbs,"6'10.75""",.234
,.380,.275,1.6-4.2,3.1,1.32,,"Sep 1, 1982",0.2,,,22.79 yrs,50th,2005,,,.548,.496,7.7-15.4,.770,.323,3.8-5.0,31,"6'7""",Wilby High School,"Waterbury, CT",,,36.0,Ryan Gomes,USA,,,,,1.6,SF,Providence,.356,20.8,7.9,Senior,,,1.5,Ryan Gomes 2005 Draft Profile | Tankathon,2.4,.583,https://tankathon.com/players/ryan-gomes,,245 lbs,,
3.21,,,,,,,"Jan 26, 1986",,,,19.38 yrs,18th,2005,,,,,,,,,,"6'7.25"" (6'9.75"" wingspan)",Gulf Shores Academy,"Houston, TX",11.2,"39.0""",,Gerald Green,USA,,,,,,SG/SF,,,,,HS Senior,,"8'8""",,Gerald Green 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/gerald-green,,192 lbs,"6'9.75""",
,,.000,0.0-0.0,1.1,0.40,,"Jun 2, 1984",1.4,,,21.04 yrs,43rd,2005,,,.645,.645,5.6-8.7,.647,.548,3.1-4.7,9,"7'1""",,,,,36.0,Mile Ilić,Serbia,,,,,5.6,C,,.310,14.2,7.8,International,,,0.8,Mile Ilić 2005 Draft Profile | Tankathon,2.8,.653,https://tankathon.com/players/mile-ilic,,240 lbs,,
3.22,.290,.067,0.3-0.9,1.4,0.58,0.30,"Jul 8, 1982",0.8,,,22.94 yrs,19th,2005,,.091,.557,.548,7.1-13.0,.681,.671,6.0-8.8,34,"6'8.5"" (7'2"" wingspan)",Friends' Central School,"Wynnewood, PA",,"38.0""",36.0,Hakim Warrick,USA,,,.141,,2.2,PF,Syracuse,.317,20.5,8.3,Senior,,"9'0""",0.9,Hakim Warrick 2005 Draft Profile | Tankathon,2.4,.596,https://tankathon.com/players/hakim-warrick,26.9,215 lbs,"7'2""",.235
3.22,.474,.306,1.5-3.3,7.1,2.38,1.57,"May 7, 1985",0.0,,,20.11 yrs,4th,2005,,.060,.524,.451,4.8-10.7,.834,.590,5.3-6.3,32,"6'1"" (6'4.25"" wingspan)",West Forsyth High School,"Winston-Salem, NC",11.09,"38.0""",36.0,Chris Paul,USA,,,.109,,2.8,PG,Wake Forest,.368,16.4,4.8,Sophomore,,"7'9""",2.6,Chris Paul 2005 Draft Profile | Tankathon,3.0,.601,https://tankathon.com/players/chris-paul,21.5,178 lbs,"6'4.25""",.172
3.29,.000,.007,0.0-0.1,2.3,0.66,0.42,"Apr 4, 1984",1.4,,,21.20 yrs,13th,2005,,.145,.567,.567,8.3-14.6,.758,.627,6.9-9.1,37,"6'8.5"" (7'1.25"" wingspan)",Bloomington High School North,"Bloomington, IN",11.04,"33.0""",36.0,Sean May,USA,,,.165,,3.2,PF,North Carolina,.325,23.5,14.4,Junior,,"8'9""",1.6,Sean May 2005 Draft Profile | Tankathon,3.4,.620,https://tankathon.com/players/sean-may,27.6,259 lbs,"7'1.25""",.310
,.385,.397,2.0-5.3,4.9,2.10,0.97,"May 31, 1984",0.2,,,21.04 yrs,21st,2005,,.069,.539,.463,6.1-13.3,.782,.429,4.4-5.7,35,"5'9""",James Logan High School,"Seattle, WA",,,36.0,Nate Robinson,USA,,,.113,,3.2,PG,Washington,.365,18.8,4.4,Junior,,,2.0,Nate Robinson 2005 Draft Profile | Tankathon,2.3,.587,https://tankathon.com/players/nate-robinson,22.9,180 lbs,,.178
,.347,.469,2.2-6.3,4.2,1.35,,"Mar 26, 1983",0.4,,,22.22 yrs,32nd,2005,,,.508,.427,5.7-13.4,.692,.252,2.3-3.4,33,"6'1""",Willowridge High School,,,,36.0,Daniel Ewing,USA,,,,,3.1,PG,Duke,.354,16.0,3.3,Senior,,,2.1,Daniel Ewing 2005 Draft Profile | Tankathon,3.1,.532,https://tankathon.com/players/daniel-ewing,,190 lbs,,
,,,,,,,"Jul 6, 1987",,,,17.94 yrs,35th,2005,,,,,,,,,,"6'11""",IMG Academy,"Guayama, Puerto Rico",,,,Ricky Sánchez,Puerto Rico,,,,,,SF,,,,,HS Senior,,,,Ricky Sánchez 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/ricky-sanchez,,215 lbs,,
,,,,,,,"May 7, 1987",,,,18.11 yrs,12th,2005,,,,,,,,,,"6'9""",,"Moscow, Russia",,,,Yaroslav Korolev,Russia,,,,,,SF,,,,,International,,,,Yaroslav Korolev 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/yaroslav-korolev,,215 lbs,,
3.56,.111,.600,1.2-11.2,0.0,,,"May 15, 1987",0.0,,,18.08 yrs,36th,2005,,,.300,.267,5.0-18.6,.500,.133,1.2-2.5,6,"6'9"" (7'1.25"" wingspan)",,"Eskişehir, Turkey",11.59,"30.0""",36.0,Ersan Ilyasova,Turkey,,,,,8.7,SF,,,12.4,3.7,International,,"9'1.5""",0.0,Ersan Ilyasova 2005 Draft Profile | Tankathon,1.2,.313,https://tankathon.com/players/ersan-ilyasova,,209 lbs,"7'1.25""",
3.34,.433,.298,1.8-4.2,2.8,0.99,0.60,"Apr 20, 1983",2.4,,,22.15 yrs,17th,2005,,.147,.589,.524,7.3-14.0,.755,.585,6.2-8.2,30,"6'8.5"" (7'1.5"" wingspan)",Grace King High School,"Metairie, LA",10.84,"34.0""",36.0,Danny Granger,USA,,,.191,,2.9,SF,New Mexico,.359,22.6,10.6,Senior,,"8'7""",2.5,Danny Granger 2005 Draft Profile | Tankathon,2.9,.634,https://tankathon.com/players/danny-granger,29.8,225 lbs,"7'1.5""",.338
,.362,.142,0.5-1.4,1.4,0.76,,"Feb 21, 1984",1.0,,,21.31 yrs,46th,2005,,,.586,.560,5.5-9.9,.705,.265,1.8-2.6,54,"6'10""",,"Ljubljana, Slovenia",,,36.0,Erazem Lorbek,Slovenia,,,,,4.4,PF,,.328,13.4,8.1,International,,,2.0,Erazem Lorbek 2005 Draft Profile | Tankathon,1.8,.603,https://tankathon.com/players/erazem-lorbek,,240 lbs,,
3.39,,,,,,,"Dec 4, 1986",,,,18.53 yrs,6th,2005,,,,,,,,,,"6'7.5"" (6'11"" wingspan)",Seattle Prep,"Edmonds, WA",11.39,"30.5""",,Martell Webster,USA,,,,,,SF,,,,,HS Senior,,"8'10""",,Martell Webster 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/martell-webster,,230 lbs,"6'11""",
3.25,.364,.455,1.9-5.1,7.2,2.42,1.59,"Jun 26, 1984",0.2,,,20.97 yrs,3rd,2005,,.076,.516,.433,4.9-11.3,.677,.234,1.8-2.6,39,"6'2.75"" (6'6.25"" wingspan)",The Colony High School,"The Colony, TX",10.83,"35.0""",36.0,Deron Williams,USA,,,.064,,2.2,PG,Illinois,.347,13.4,3.9,Junior,,"8'2""",1.0,Deron Williams 2005 Draft Profile | Tankathon,3.0,.535,https://tankathon.com/players/deron-williams,22.5,202 lbs,"6'6.25""",.140
3.31,,,,,,,"Oct 26, 1985",,,,19.64 yrs,40th,2005,,,,,,,,,,"6'3.25"" (6'2.75"" wingspan)",Lanier High School,"Jackson, MS",12.13,"31.5""",,Monta Ellis,USA,,,,,,SG/PG,,,,,HS Senior,,"8'2""",,Monta Ellis 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/monta-ellis,,177 lbs,"6'2.75""",
,.400,.017,0.1-0.2,1.0,0.44,0.25,"Feb 18, 1983",3.1,,,22.32 yrs,26th,2005,,.170,.546,.543,5.7-10.5,.645,.904,6.1-9.5,33,"6'6.25"" (7'3.25"" wingspan)",Newman Smith High School,,,,36.0,Jason Maxiell,USA,,,.116,,2.8,PF,Cincinnati,.311,17.6,8.8,Senior,,"8'11""",1.1,Jason Maxiell 2005 Draft Profile | Tankathon,2.2,.586,https://tankathon.com/players/jason-maxiell,22.9,258 lbs,"7'3.25""",.282
3.26,.405,.538,3.1-7.7,7.4,2.76,1.79,"Mar 1, 1982",0.0,,,23.29 yrs,38th,2005,,.061,.529,.420,6.0-14.3,.838,.474,5.7-6.8,23,"6'1"" (5'11.75"" wingspan)",Goodrich High School,"Fond du Lac, WI",10.85,"31.0""",36.0,Travis Diener,USA,,,.158,,2.1,PG,Marquette,.391,20.9,4.1,Senior,,"7'9.5""",1.4,Travis Diener 2005 Draft Profile | Tankathon,2.7,.594,https://tankathon.com/players/travis-diener,29.7,165 lbs,"5'11.75""",.220
3.45,.400,.113,0.6-1.4,1.3,0.37,0.30,"Sep 11, 1983",2.3,,,21.76 yrs,9th,2005,,.089,.598,.575,7.1-12.3,.797,.781,7.7-9.6,32,"6'8"" (7'3.5"" wingspan)",Garland High School,"Garland, TX",11.94,"31.0""",36.0,Ike Diogu,USA,,,.199,,2.7,PF,Arizona State,.344,22.4,9.6,Junior,,"9'1""",0.6,Ike Diogu 2005 Draft Profile | Tankathon,3.6,.663,https://tankathon.com/players/ike-diogu,27.3,255 lbs,"7'3.5""",.289
3.35,.286,.040,0.2-0.6,1.5,0.60,0.33,"Mar 9, 1983",0.6,,,22.27 yrs,29th,2005,,.090,.558,.552,7.7-14.0,.816,.503,5.7-7.0,26,"6'9"" (7'0"" wingspan)",Leavenworth High School,"Leavenworth, KS",11.05,"27.5""",36.0,Wayne Simien,USA,,,.161,,2.7,PF,Kansas,.336,21.3,11.6,Senior,,"8'11""",0.6,Wayne Simien 2005 Draft Profile | Tankathon,2.4,.616,https://tankathon.com/players/wayne-simien,27.6,256 lbs,"7'0""",.256
,,,,,,,"May 1, 1987",,,,18.12 yrs,56th,2005,,,,,,,,,,"6'10""",Westchester High School,"Los Angeles, CA",,,,Amir Johnson,USA,,,,,,PF,,,,,HS Senior,,,,Amir Johnson 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/amir-johnson,,220 lbs,,
,.294,.344,1.0-3.6,1.0,0.46,,"May 12, 1983",1.0,,,22.09 yrs,52nd,2005,,,.480,.429,4.4-10.3,.615,.441,2.8-4.6,46,"6'9""",,"Liège, Belgium",,,36.0,Axel Hervelle,Belgium,,,,,6.2,PF,,.323,12.7,9.1,International,,,1.8,Axel Hervelle 2005 Draft Profile | Tankathon,2.3,.509,https://tankathon.com/players/axel-hervelle,,230 lbs,,
3.17,.432,.178,0.9-2.0,1.2,0.46,0.26,"Jun 19, 1986",0.8,,,18.99 yrs,2nd,2005,,.105,.545,.506,5.6-11.1,.847,.660,6.2-7.3,36,"6'8.25"" (7'3.5"" wingspan)",Bremerton High School,"Bremerton, WA",11.11,"35.0""",36.0,Marvin Williams,USA,,,.130,,4.1,SF/PF,North Carolina,.357,18.3,10.6,Freshman,,"9'0""",1.8,Marvin Williams 2005 Draft Profile | Tankathon,2.5,.627,https://tankathon.com/players/marvin-williams,21.1,228 lbs,"7'3.5""",.240
,.396,.577,3.1-7.8,2.3,0.98,0.59,"Jul 21, 1985",0.4,,,19.90 yrs,39th,2005,,.026,.551,.437,5.9-13.5,.721,.239,2.3-3.2,29,"6'5""",Heritage Christian Academy,"Lisbon, LA",,,36.0,Von Wafer,USA,,,.106,,1.6,SG,Florida State,.374,17.2,3.5,Sophomore,,,1.4,Von Wafer 2005 Draft Profile | Tankathon,2.3,.572,https://tankathon.com/players/von-wafer,24.4,210 lbs,,.132
,.435,.207,0.7-1.6,0.7,0.29,,"May 14, 1983",1.0,,,22.09 yrs,58th,2005,,,.604,.559,4.2-7.6,.744,.703,4.0-5.3,38,"6'10""",,"Ljubljana, Slovenia",,,36.0,Uroš Slokar,Slovenia,,,,,4.2,PF,,.340,13.1,9.4,International,,,1.6,Uroš Slokar 2005 Draft Profile | Tankathon,2.3,.648,https://tankathon.com/players/uros-slokar,,238 lbs,,
3.35,.431,.337,1.8-4.3,3.6,1.39,0.90,"Jan 21, 1983",0.5,,,22.40 yrs,60th,2005,,.052,.522,.450,5.7-12.7,.858,.260,2.8-3.3,31,"6'4.75"" (7'0"" wingspan)",Eisenhower High School,"Compton, CA",11.67,"32.0""",36.0,Alex Acker,USA,,,.087,,1.8,SG,Pepperdine,.374,16.1,6.3,Junior,,"8'6.5""",1.3,Alex Acker 2005 Draft Profile | Tankathon,2.6,.564,https://tankathon.com/players/alex-acker,22.2,183 lbs,"7'0""",.139
,.504,.571,3.8-7.6,2.5,0.92,0.54,"Oct 11, 1982",0.1,,,22.68 yrs,31st,2005,,.036,.647,.504,6.7-13.3,.910,.321,3.9-4.3,36,"6'1""",Lake Oswego High School,"Portland, OR",,,36.0,Salim Stoudamire,USA,,,.206,,2.1,PG/SG,Arizona,.414,21.2,2.7,Senior,,,1.0,Salim Stoudamire 2005 Draft Profile | Tankathon,2.7,.689,https://tankathon.com/players/salim-stoudamire,24.0,190 lbs,,.238
,.274,.276,1.1-3.9,1.8,0.60,0.44,"Jan 3, 1985",0.3,,,20.45 yrs,27th,2005,,.058,.441,.403,5.7-14.2,.732,.565,5.9-8.0,33,"6'8""",Montrose Christian School,"Kaunas, Lithuania",,,36.0,Linas Kleiza,Lithuania,,,.058,,3.2,SF,Missouri,.338,18.4,8.7,Sophomore,,,0.7,Linas Kleiza 2005 Draft Profile | Tankathon,3.1,.511,https://tankathon.com/players/linas-kleiza,30.3,235 lbs,,.116
3.42,.250,.174,0.3-1.1,1.1,0.33,,"Mar 12, 1986",2.5,,,19.26 yrs,44th,2005,,,.370,.348,2.2-6.3,.312,.696,1.4-4.4,15,"7'3"" (6'11.25"" wingspan)",,"Kaunas, Lithuania",11.94,"27.5""",36.0,Martynas Andriuškevičius,Lithuania,,,,,7.4,C/PF,,.268,6.0,4.7,International,,"9'4.5""",1.6,Martynas Andriuškevičius 2005 Draft Profile | Tankathon,3.3,.359,https://tankathon.com/players/martynas-andriuskevicius,,228 lbs,"6'11.25""",
3.21,.410,.613,3.2-7.9,4.2,2.17,0.93,"Nov 26, 1982",0.2,,,22.55 yrs,24th,2005,,.086,.589,.463,5.9-12.8,.788,.214,2.2-2.7,39,"6'3"" (6'5.25"" wingspan)",Manley Academy,"Chicago, IL",11.12,"38.5""",36.0,Luther Head,USA,,,.136,,1.5,PG/SG,Illinois,.386,17.3,4.3,Senior,,"8'2.5""",1.9,Luther Head 2005 Draft Profile | Tankathon,1.9,.611,https://tankathon.com/players/luther-head,23.4,179 lbs,"6'5.25""",.222
3.24,.442,.326,1.5-3.4,4.8,1.32,1.20,"Oct 28, 1983",0.1,,,21.63 yrs,22nd,2005,,.077,.586,.514,5.4-10.5,.866,.445,4.1-4.7,32,"6'3.5"" (6'7.5"" wingspan)",Worcester Academy,"Fort Washington, MD",10.87,"28.5""",36.0,Jarrett Jack,USA,,,.147,,1.8,PG,Georgia Tech,.370,16.4,5.1,Junior,,"8'4""",1.9,Jarrett Jack 2005 Draft Profile | Tankathon,3.6,.643,https://tankathon.com/players/jarrett-jack,21.8,198 lbs,"6'7.5""",.224
,,,,,,,"Aug 22, 1986",,,,18.81 yrs,49th,2005,,,,,,,,,,"6'11""",South Kent School,"Syracuse, NY",,,,Andray Blatche,USA,,,,,,PF,,,,,HS Senior,,,,Andray Blatche 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/andray-blatche,,240 lbs,,
,.462,.082,0.4-0.9,0.9,0.46,0.24,"Apr 30, 1985",1.7,,,20.13 yrs,33rd,2005,,.068,.586,.567,6.5-11.4,.777,.589,5.2-6.7,30,"6'7""",Capitol High School,"Baton Rouge, LA",,,36.0,Brandon Bass,USA,,,.151,,2.6,PF,LSU,.342,18.6,9.7,Sophomore,,,0.9,Brandon Bass 2005 Draft Profile | Tankathon,1.9,.637,https://tankathon.com/players/brandon-bass,23.2,252 lbs,,.218
,.333,.500,1.1-3.3,0.0,,,"Apr 16, 1987",0.0,,,18.16 yrs,59th,2005,,,.583,.500,3.3-6.5,.500,.333,1.1-2.2,5,"6'4""",,"Kadıköy, Turkey",,,36.0,Cenk Akyol,Turkey,,,,,7.6,SG,,,8.7,2.2,International,,,4.4,Cenk Akyol 2005 Draft Profile | Tankathon,3.3,.576,https://tankathon.com/players/cenk-akyol,,195 lbs,,
3.23,.286,.023,0.1-0.3,1.8,0.69,0.36,"Jan 13, 1983",2.2,,,22.42 yrs,37th,2005,,.095,.511,.508,5.8-11.5,.683,.838,6.6-9.6,31,"6'9.25"" (7'1.5"" wingspan)",INSEP,"Fort-de-France, Martinique",11.5,"33.0""",36.0,Ronny Turiaf,France,,,.103,,3.1,PF,Gonzaga,.316,18.4,11.0,Senior,,"8'10.5""",0.4,Ronny Turiaf 2005 Draft Profile | Tankathon,2.6,.571,https://tankathon.com/players/ronny-turiaf,25.8,238 lbs,"7'1.5""",.199
3.05,.473,.145,0.9-2.0,2.4,0.76,0.49,"Jun 11, 1982",0.2,,,23.01 yrs,16th,2005,,.063,.563,.529,7.2-13.6,.887,.466,5.6-6.3,33,"6'6.5"" (6'8"" wingspan)",Brandon High School,,10.62,"36.0""",36.0,Joey Graham,USA,,,.170,,3.6,SF,Oklahoma State,.365,20.9,7.3,Senior,,"8'8""",1.1,Joey Graham 2005 Draft Profile | Tankathon,3.1,.630,https://tankathon.com/players/joey-graham,27.7,217 lbs,"6'8""",.230
,.374,.298,1.6-4.3,2.3,0.69,0.54,"Mar 23, 1983",0.3,,,22.23 yrs,54th,2005,,.058,.530,.474,6.8-14.3,.787,.352,4.0-5.0,28,"6'8"" (6'9.75"" wingspan)",Redondo Union High School,"Redondo Beach, CA",,,36.0,Dijon Thompson,USA,,,.111,,2.3,SF,UCLA,.358,19.2,8.2,Senior,,"8'9.5""",1.6,Dijon Thompson 2005 Draft Profile | Tankathon,3.4,.573,https://tankathon.com/players/dijon-thompson,27.1,196 lbs,"6'9.75""",.165
3.27,,.000,0.0-0.0,1.1,0.51,0.30,"Mar 10, 1985",2.3,,,20.27 yrs,42nd,2005,,.130,.580,.580,7.4-12.8,.586,.423,3.2-5.4,29,"6'9.5"" (7'1.75"" wingspan)",Xaverian High School,"Brooklyn, NY",11.26,"33.0""",36.0,Chris Taft,USA,,,.120,,2.2,PF,Pittsburgh,.301,18.1,10.2,Sophomore,,"9'1""",0.5,Chris Taft 2005 Draft Profile | Tankathon,2.2,.586,https://tankathon.com/players/chris-taft,24.8,261 lbs,"7'1.75""",.250
3.06,.440,.482,2.2-5.0,7.8,1.93,1.70,"Jun 26, 1984",0.3,,,20.97 yrs,5th,2005,,.088,.561,.455,4.7-10.4,.701,.406,3.0-4.2,36,"6'0.25"" (6'4.25"" wingspan)",Latta High School,"Latta, SC",10.5,"33.5""",36.0,Raymond Felton,USA,,,.095,,2.2,PG,North Carolina,.359,14.6,4.9,Junior,,"8'2""",2.3,Raymond Felton 2005 Draft Profile | Tankathon,4.1,.589,https://tankathon.com/players/raymond-felton,20.4,199 lbs,"6'4.25""",.179
3.41,.447,.413,2.4-5.4,2.4,0.92,,"Feb 6, 1984",0.8,,,21.35 yrs,15th,2005,,,.594,.501,6.6-13.2,.691,.361,3.3-4.8,31,"6'6.25"" (6'8.75"" wingspan)",Lawrence Academy,,11.45,"29.5""",36.0,Antoine Wright,USA,,,,,2.7,SF/SG,Texas A&M,.361,18.9,6.3,Junior,,"8'8.5""",1.2,Antoine Wright 2005 Draft Profile | Tankathon,2.6,.613,https://tankathon.com/players/antoine-wright,,203 lbs,"6'8.75""",
3.25,,,,,,,"Apr 16, 1982",,,,23.16 yrs,51st,2005,,,,,,,,,,"6'9"" (7'2"" wingspan)",Benton Harbor High School,"Benton Harbor, MI",12.11,"33.5""",,Robert Whaley,USA,,,,,,PF/C,,,,,Senior,,"9'0""",,Robert Whaley 2005 Draft Profile | Tankathon,,,https://tankathon.com/players/robert-whaley,,269 lbs,"7'2""",
3.51,.360,.055,0.3-0.7,2.4,0.85,0.61,"Nov 28, 1984",1.9,,,20.55 yrs,1st,2005,,.147,.630,.620,8.3-13.3,.692,.459,4.2-6.1,35,"7'0.25"" (7'3"" wingspan)",,"Melbourne, Australia",12.06,"33.5""",36.0,Andrew Bogut,Australia,,,.209,,2.3,C,Utah,.323,21.0,12.6,Sophomore,,"9'2.5""",1.0,Andrew Bogut 2005 Draft Profile | Tankathon,2.8,.648,https://tankathon.com/players/andrew-bogut,29.7,251 lbs,"7'3""",.356
,.250,.013,0.0-0.1,0.6,0.36,,"May 1, 1983",2.3,,,22.12 yrs,11th,2005,,,.632,.631,6.7-10.6,.637,.391,2.6-4.1,48,"6'10""",,"Chantada, Spain",,,36.0,Fran Vázquez,Spain,,,,,4.4,PF,,.309,16.0,8.7,International,,,1.0,Fran Vázquez 2005 Draft Profile | Tankathon,1.6,.638,https://tankathon.com/players/fran-vazquez,,230 lbs,,
,,.000,0.0-0.0,1.3,0.55,,"Jan 27, 1986",1.7,,,19.38 yrs,25th,2005,,,.508,.508,6.4-12.7,.729,.326,3.0-4.1,39,"7'1""",,"Paris, France",,,36.0,Johan Petro,France,,,,,7.6,C,,.321,15.9,8.7,International,,,2.0,Johan Petro 2005 Draft Profile | Tankathon,2.3,.543,https://tankathon.com/players/johan-petro,,250 lbs,,
