name,draft_year,draft_position,draft_age,height,weight,wingspan,pts,reb,ast,stl,blk,pf,to,g,mp,max_vertical,lane_agility,shuttle,3/4_sprint,standing_reach,fg%,3p%,3pa_rate,fta_rate,ft%,effective_fg%,true_shooting_%,usg%,ast/usg,ast/to,per,ortg,drtg,obpm,dbpm,bpm,ows/40,dws/40,ws/40,proj_nba_3p%,Peak DARKO,fgm,fga,3pm,3pa,ftm,fta,team_Mid-Major,team_Other,team_Power_6,Freshman,Sophomore,Junior,Senior,Other
Coleman Hawkins,2025,61,23.53,81.5,215,84.0,11.5,7.4,4.6,1.9,1.4,2.7,3.1,30.0,36.0,29.5,12.05,3.21,3.3,107.0,0.401,0.303,0.398,0.261,0.577,0.462,0.478,21.3,1.14,1.5,15.3,96.6,99.0,1.8,4.3,6.1,0.012,0.079,0.091,0.322,,4.3,10.7,1.3,4.2,1.6,2.8,0,0,1,0,0,0,1,0
Arthur Kaluma,2025,61,23.3,79.25,222,,15.1,9.2,2.2,1.2,1.1,2.6,1.9,33.0,36.0,,,,,,0.462,0.359,0.302,0.38,0.784,0.516,0.564,21.8,0.54,1.15,20.0,115.5,102.2,4.5,3.1,7.6,0.087,0.066,0.153,0.351,,5.3,11.4,1.2,3.4,3.4,4.3,0,0,1,0,0,0,1,0
Brice Williams,2025,61,23.96,78.5,206,82.75,21.5,4.3,3.0,1.1,0.3,1.9,2.5,35.0,36.0,32.5,11.19,2.98,3.2,103.0,0.471,0.37,0.38,0.442,0.883,0.541,0.609,28.7,0.63,1.2,22.4,118.5,107.5,6.2,1.8,8.0,0.124,0.05,0.171,0.379,,6.9,14.6,2.1,5.6,5.7,6.5,0,0,1,0,0,0,1,0
Hunter Sallis,2025,61,22.24,77.0,181,82.0,18.3,5.1,2.8,1.2,0.5,2.3,2.4,32.0,36.0,37.5,10.99,2.94,3.22,100.0,0.457,0.277,0.335,0.32,0.804,0.503,0.549,27.7,0.65,1.15,18.8,107.6,102.5,3.2,2.4,5.6,0.066,0.066,0.132,0.353,,6.6,14.5,1.3,4.9,3.7,4.6,0,0,1,0,0,0,1,0
Andre Curbelo,2025,61,23.68,73.0,175,,14.5,5.3,6.9,2.8,0.4,3.9,5.0,20.0,36.0,,,,,,0.421,0.357,0.153,0.224,0.756,0.448,0.482,27.1,1.49,1.39,14.2,89.9,102.1,-3.7,0.4,-3.2,-0.025,0.066,0.049,0.339,,5.7,13.6,0.7,2.1,2.3,3.0,1,0,0,0,0,0,1,0
Kadary Richmond,2025,61,23.82,77.0,180,,13.9,7.1,5.9,2.2,1.0,2.2,2.2,36.0,36.0,,,,,,0.487,0.175,0.102,0.281,0.536,0.496,0.504,20.9,1.41,2.69,20.3,111.0,90.1,3.2,6.9,10.1,0.069,0.113,0.182,0.292,,5.9,12.1,0.2,1.2,1.8,3.4,1,0,0,0,0,0,1,0
Mark Sears,2025,61,23.33,72.0,183,74.0,20.8,3.3,5.7,1.0,0.1,1.7,3.0,37.0,36.0,37.5,10.96,3.25,3.28,92.5,0.403,0.345,0.526,0.478,0.844,0.494,0.567,26.9,0.98,1.92,18.9,119.4,112.3,6.0,1.2,7.1,0.124,0.03,0.154,0.384,,6.0,15.0,2.7,7.9,6.0,7.1,0,0,1,0,0,0,1,0
Vladislav Goldin,2025,61,24.11,85.25,253,89.25,21.7,9.2,1.4,0.7,1.8,2.6,3.0,37.0,36.0,30.0,11.76,2.95,3.53,111.0,0.607,0.333,0.09,0.598,0.731,0.622,0.654,26.7,0.32,0.47,25.7,121.5,100.0,6.6,3.8,10.4,0.13,0.075,0.204,0.329,,7.8,12.9,0.4,1.2,5.7,7.7,0,0,1,0,0,0,1,0
Ryan Nembhard,2025,61,22.28,72.25,176,74.25,10.8,3.0,10.1,1.8,0.1,1.6,2.5,35.0,36.0,32.5,11.5,2.88,3.22,94.0,0.446,0.404,0.318,0.294,0.77,0.51,0.547,17.0,2.44,4.0,18.0,121.2,101.8,5.0,3.1,8.1,0.101,0.068,0.169,0.349,,3.9,8.7,1.1,2.8,2.0,2.6,1,0,0,0,0,0,1,0
Tyrese Hunter,2025,61,21.86,72.0,180,,14.4,4.1,3.8,1.6,0.2,1.7,2.4,32.0,36.0,,,,,,0.415,0.401,0.517,0.264,0.774,0.518,0.552,20.6,0.91,1.58,15.4,113.0,106.0,3.1,1.7,4.8,0.07,0.055,0.125,0.371,,4.8,11.6,2.4,6.0,2.4,3.1,1,0,0,0,0,0,1,0
Tamar Bates,2025,61,22.33,77.0,191,82.25,18.4,3.6,1.4,1.8,0.2,2.4,1.8,34.0,36.0,33.5,10.75,2.99,3.26,103.0,0.508,0.397,0.427,0.3,0.946,0.593,0.643,22.1,0.34,0.77,20.4,126.9,109.0,5.8,2.0,7.8,0.122,0.041,0.168,0.389,,6.4,12.5,2.1,5.3,3.5,3.8,1,0,0,0,0,0,1,0
Payton Sandfort,2025,61,22.94,79.5,212,80.0,18.9,6.8,3.2,0.9,0.8,3.0,2.0,33.0,36.0,28.0,11.57,2.84,3.43,104.0,0.407,0.34,0.544,0.242,0.891,0.5,0.545,26.9,0.57,1.61,18.5,111.0,111.8,4.2,0.2,4.4,0.08,0.034,0.114,0.393,,6.3,15.5,2.9,8.4,3.3,3.8,0,0,1,0,0,0,1,0
Kobe Johnson,2025,61,22.43,78.0,200,,9.9,7.4,3.7,2.0,0.3,3.5,1.8,34.0,36.0,,,,,,0.464,0.362,0.502,0.258,0.704,0.555,0.575,15.0,1.19,2.0,16.4,118.0,96.9,3.3,5.0,8.3,0.073,0.085,0.158,0.343,,3.5,7.6,1.4,3.8,1.4,2.0,1,0,0,0,0,0,1,0
Jaxson Robinson,2025,61,22.55,78.0,189,83.25,16.7,4.5,2.2,0.7,0.6,2.4,1.2,24.0,36.0,34.0,11.39,3.06,3.17,103.0,0.432,0.376,0.642,0.148,0.763,0.553,0.569,21.4,0.5,1.86,16.1,116.7,111.6,4.6,0.9,5.5,0.083,0.036,0.119,0.383,,5.9,13.7,3.3,8.8,1.5,2.0,0,0,1,0,0,0,1,0
Matthew Cleveland,2025,61,22.76,79.0,200,,20.9,5.3,2.0,0.9,1.0,1.6,1.6,29.0,36.0,,,,,,0.511,0.382,0.249,0.399,0.776,0.559,0.6,27.3,0.44,1.32,24.7,122.6,120.5,6.9,-1.3,5.6,0.137,0.0,0.137,0.354,,7.5,14.7,1.4,3.6,4.5,5.9,0,0,1,0,0,0,1,0
Zaccharie Risacher,2024,1,19.2,81.75,195,81.5,17.2,6.2,1.4,1.3,0.7,3.7,2.5,65.0,36.0,31.0,11.51,2.97,3.38,107.0,0.47,0.387,0.442,0.323,0.707,0.556,0.581,22.4,0.31,0.57,15.19,108.5,104.0,,,,,,,0.357,-2.3,6.0,12.8,2.2,5.7,2.9,4.1,0,1,0,0,0,0,0,1
Alexandre Sarr,2024,2,19.15,85.0,224,88.25,19.2,9.0,2.1,0.9,3.1,2.7,2.1,30.0,36.0,37.0,11.43,3.23,3.27,110.0,0.5,0.276,0.271,0.383,0.707,0.537,0.569,21.9,0.43,1.0,20.96,116.0,107.9,,,,,,,0.335,-3.1,7.1,14.3,1.1,3.9,3.9,5.5,0,1,0,0,0,0,0,1
Reed Sheppard,2024,3,19.99,75.0,182,75.25,15.5,5.1,5.6,3.1,0.9,2.4,2.5,33.0,36.0,42.0,10.96,3.03,3.08,93.5,0.536,0.521,0.548,0.247,0.831,0.679,0.699,18.0,1.34,2.24,23.6,129.4,103.1,6.4,5.0,11.4,0.126,0.059,0.188,0.388,-0.9,5.3,9.9,2.8,5.4,2.0,2.5,0,0,1,1,0,0,0,0
Stephon Castle,2024,4,19.63,78.75,210,81.0,14.8,6.2,3.9,1.1,0.7,3.2,2.0,34.0,36.0,37.0,10.93,2.91,3.19,102.0,0.472,0.267,0.259,0.379,0.755,0.507,0.551,22.0,0.84,1.94,19.0,119.7,99.3,3.4,3.1,6.5,0.109,0.074,0.187,0.336,-1.1,5.4,11.4,0.8,2.9,3.3,4.3,1,0,0,1,0,0,0,0
Ron Holland,2024,5,18.95,79.75,197,82.75,22.0,7.5,3.3,2.6,1.0,3.6,3.6,29.0,36.0,38.0,11.1,2.91,3.1,104.0,0.46,0.24,0.213,0.253,0.728,0.486,0.56,28.05,0.58,0.9,15.79,95.8,114.8,,,,,,,0.334,,8.1,17.5,0.9,3.7,3.2,4.4,0,1,0,0,0,0,0,1
Tidjane Salaun,2024,6,18.86,82.0,217,85.5,15.0,6.1,1.4,1.7,0.3,3.7,2.0,54.0,36.0,32.0,11.45,3.05,3.37,110.0,0.406,0.316,0.531,0.267,0.748,0.49,0.523,21.28,0.32,0.7,13.07,105.0,110.0,,,,,,,0.361,,5.2,12.7,2.1,6.8,2.5,3.4,0,1,0,0,0,0,0,1
Donovan Clingan,2024,7,20.32,87.0,282,90.75,20.8,11.8,2.4,0.8,3.9,3.2,1.3,35.0,36.0,29.0,12.06,3.38,3.46,115.0,0.639,0.25,0.027,0.478,0.583,0.643,0.637,25.1,0.54,1.89,34.8,135.3,89.4,8.8,6.2,15.0,0.193,0.112,0.305,0.303,-0.9,8.5,13.3,0.1,0.4,3.7,6.4,1,0,0,0,1,0,0,0
Rob Dillingham,2024,8,19.46,74.25,164,75.0,23.5,4.5,6.0,1.6,0.1,4.1,3.1,32.0,36.0,,,,,95.0,0.475,0.444,0.398,0.271,0.796,0.564,0.595,30.3,0.98,1.94,23.5,118.0,109.8,5.6,0.7,6.2,0.139,0.038,0.177,0.385,-2.7,8.3,17.5,3.1,6.9,3.8,4.7,0,0,1,1,0,0,0,0
Zach Edey,2024,9,22.1,89.0,299,94.75,28.4,13.7,2.3,0.3,2.4,2.2,2.6,39.0,36.0,31.5,11.19,3.01,3.42,115.0,0.623,0.5,0.004,0.809,0.711,0.624,0.659,33.4,0.44,0.88,39.3,135.0,97.2,13.1,3.7,16.8,0.253,0.083,0.337,0.319,-0.2,9.7,15.5,0.0,0.1,8.9,12.6,0,0,1,0,0,0,1,0
Cody Williams,2024,10,19.58,79.75,178,85.0,15.1,3.8,2.0,0.8,0.8,2.5,2.5,24.0,36.0,35.5,11.17,2.93,3.06,103.0,0.552,0.415,0.211,0.397,0.714,0.595,0.62,20.8,0.49,0.79,15.7,112.0,106.6,2.4,1.5,3.9,0.07,0.047,0.117,0.339,-3.5,5.7,10.3,0.9,2.2,2.9,4.1,0,0,1,1,0,0,0,0
Matas Buzelis,2024,11,19.68,82.0,197,82.0,16.4,7.7,2.3,1.1,2.3,2.8,2.5,34.0,36.0,38.0,10.73,2.9,3.09,105.5,0.455,0.261,0.288,0.172,0.696,0.492,0.553,21.45,0.48,0.89,13.63,97.3,117.4,,,,,,,0.332,-0.7,6.2,13.7,1.0,3.9,1.6,2.4,0,1,0,0,0,0,0,1
Nikola Topić,2024,12,18.86,79.0,203,77.5,18.8,4.2,7.2,1.2,0.2,3.9,3.0,23.0,36.0,,,,,102.0,0.498,0.306,0.35,0.305,0.878,0.551,0.599,23.92,1.44,2.4,19.85,121.4,107.9,,,,,,,0.366,,6.8,13.7,1.5,4.8,3.7,4.2,0,1,0,0,0,0,0,1
Devin Carter,2024,13,22.26,75.5,193,80.75,20.1,8.8,3.7,1.8,1.0,1.9,2.8,33.0,36.0,42.0,10.63,2.9,2.87,98.0,0.473,0.377,0.482,0.369,0.749,0.564,0.597,28.1,0.83,1.35,25.6,115.2,94.5,7.3,5.0,12.3,0.113,0.093,0.206,0.369,,6.8,14.3,2.6,6.9,4.0,5.3,0,0,1,0,0,1,0,0
Carlton Carrington,2024,14,18.92,77.0,195,80.0,15.0,5.6,4.5,0.6,0.3,2.6,2.1,33.0,36.0,36.5,11.28,2.99,3.16,99.0,0.412,0.322,0.523,0.241,0.785,0.496,0.53,23.0,1.04,2.12,16.3,111.5,105.2,2.6,1.3,3.9,0.08,0.051,0.131,0.366,-4.0,5.2,12.7,2.1,6.6,2.4,3.1,1,0,0,1,0,0,0,0
Kel'el Ware,2024,15,20.17,85.0,230,88.5,17.8,11.0,1.7,0.7,2.1,2.3,1.8,30.0,36.0,36.0,10.97,2.91,3.29,112.5,0.586,0.425,0.125,0.417,0.634,0.612,0.621,22.9,0.43,0.96,25.0,120.3,102.3,5.8,2.7,8.5,0.112,0.062,0.174,0.324,,7.0,12.0,0.6,1.5,3.2,5.0,0,0,1,0,1,0,0,0
Jared McCain,2024,16,20.33,75.25,203,75.5,16.3,5.7,2.2,1.2,0.1,1.8,1.5,36.0,36.0,33.0,10.87,3.07,3.23,98.0,0.462,0.414,0.554,0.23,0.885,0.577,0.611,21.1,0.52,1.45,19.4,124.0,101.2,6.0,2.6,8.5,0.116,0.067,0.183,0.391,-1.6,5.5,12.0,2.8,6.6,2.4,2.8,0,0,1,1,0,0,0,0
Dalton Knecht,2024,17,23.17,78.5,212,81.0,25.5,5.8,2.1,0.8,0.8,2.1,2.0,36.0,36.0,39.0,10.56,2.79,3.07,103.5,0.458,0.397,0.406,0.357,0.772,0.538,0.578,32.7,0.41,1.07,24.4,117.6,100.1,8.5,2.8,11.3,0.135,0.073,0.207,0.38,-1.0,8.6,18.9,3.0,7.7,5.2,6.7,0,0,1,0,0,0,1,0
Tristan da Silva,2024,18,23.1,81.5,217,82.25,17.0,5.4,2.6,1.2,0.6,2.1,1.9,34.0,36.0,35.5,10.81,2.82,3.09,104.5,0.492,0.395,0.405,0.258,0.835,0.572,0.606,22.5,0.6,1.34,19.8,120.0,104.0,5.0,2.2,7.1,0.108,0.056,0.163,0.372,-2.1,6.2,12.5,2.0,5.1,2.7,3.2,0,0,1,0,0,0,1,0
Ja'Kobe Walter,2024,19,19.79,77.5,198,82.0,16.2,4.9,1.6,1.2,0.3,2.3,1.5,35.0,36.0,38.5,11.0,2.92,3.04,102.5,0.376,0.341,0.574,0.478,0.792,0.474,0.541,23.4,0.35,1.06,17.1,119.2,107.8,4.6,1.2,5.8,0.106,0.042,0.149,0.371,,4.6,12.2,2.4,7.0,4.6,5.8,0,0,1,1,0,0,0,0
Jaylon Tyson,2024,20,21.55,78.75,218,80.0,20.6,7.1,3.6,1.3,0.5,2.2,3.3,31.0,36.0,36.5,11.13,3.06,3.12,102.5,0.465,0.36,0.291,0.298,0.796,0.518,0.557,30.1,0.78,1.11,22.2,109.4,108.4,5.7,1.2,6.8,0.09,0.041,0.132,0.36,-1.5,7.5,16.2,1.7,4.7,3.8,4.8,0,0,1,0,0,1,0,0
Yves Missi,2024,21,20.1,84.0,229,86.0,16.8,8.8,0.6,0.9,2.4,3.7,1.8,34.0,36.0,38.5,11.45,3.12,3.12,109.5,0.614,,0.0,0.605,0.616,0.614,0.622,21.8,0.16,0.33,24.7,125.8,103.2,5.0,2.4,7.4,0.133,0.062,0.19,0.306,-2.3,6.5,10.5,0.0,0.0,3.9,6.4,0,0,1,1,0,0,0,0
DaRon Holmes II,2024,22,21.85,82.0,236,85.0,22.6,9.4,2.9,1.0,2.3,2.2,2.5,33.0,36.0,34.0,11.2,3.03,3.25,108.0,0.544,0.386,0.208,0.724,0.713,0.584,0.627,31.5,0.6,1.16,31.7,123.8,96.5,8.3,4.0,12.3,0.176,0.086,0.261,0.34,-1.4,7.3,13.4,1.1,2.8,6.9,9.7,1,0,0,0,0,1,0,0
AJ Johnson,2024,23,19.55,77.5,167,80.5,12.5,5.4,3.5,0.9,0.6,3.9,3.0,29.0,36.0,38.0,10.76,2.87,3.15,102.0,0.355,0.278,0.387,0.14,0.538,0.409,0.418,21.16,0.66,1.15,7.08,85.8,112.2,,,,,,,,-3.5,5.0,14.0,1.5,5.4,1.1,2.0,0,1,0,0,0,0,0,1
Kyshawn George,2024,24,20.52,80.25,209,82.25,11.9,4.7,3.4,1.4,0.6,2.8,2.4,31.0,36.0,32.0,11.9,2.91,3.32,105.0,0.426,0.408,0.684,0.142,0.778,0.566,0.582,17.6,0.93,1.4,13.6,108.2,106.9,1.2,2.4,3.6,0.05,0.045,0.095,0.375,-1.4,4.1,9.6,2.7,6.6,1.1,1.4,0,0,1,1,0,0,0,0
Pacome Dadiet,2024,25,18.9,81.0,217,81.0,15.5,5.3,1.4,1.3,0.3,3.5,2.0,59.0,36.0,36.0,11.84,2.94,3.21,107.5,0.502,0.358,0.491,0.294,0.744,0.59,0.613,18.48,0.34,0.71,14.31,115.9,110.7,,,,,,,0.358,,5.6,11.1,2.0,5.5,2.4,3.3,0,1,0,0,0,0,0,1
Dillon Jones,2024,26,22.64,77.75,237,83.0,20.2,9.6,5.1,1.9,0.1,2.2,3.0,31.0,36.0,33.5,11.08,2.82,3.25,100.5,0.489,0.324,0.239,0.477,0.857,0.527,0.597,29.5,1.03,1.72,27.9,118.0,95.3,5.5,2.3,7.7,0.14,0.091,0.23,0.357,-1.9,6.8,13.8,1.1,3.3,5.7,6.6,1,0,0,0,0,0,1,0
Terrence Shannon Jr.,2024,27,23.89,79.0,219,80.75,24.4,4.2,2.4,1.1,0.9,2.4,2.1,32.0,36.0,,,,,100.0,0.475,0.362,0.462,0.599,0.801,0.559,0.622,29.2,0.44,1.14,26.9,129.4,106.1,8.9,2.7,11.5,0.184,0.048,0.236,0.376,-1.7,7.3,15.3,2.6,7.1,7.3,9.2,0,0,1,0,0,0,1,0
Ryan Dunn,2024,28,21.45,79.5,214,85.5,10.6,9.0,1.0,1.7,3.0,2.7,1.1,34.0,36.0,38.5,10.99,2.88,3.12,103.0,0.548,0.2,0.168,0.37,0.532,0.565,0.564,16.8,0.36,0.93,22.0,114.5,89.3,1.6,5.6,7.2,0.068,0.111,0.18,0.293,-2.2,4.4,8.0,0.3,1.3,1.6,3.0,0,0,1,0,1,0,0,0
Isaiah Collier,2024,29,19.7,75.75,205,76.75,19.6,3.5,5.1,1.8,0.3,2.8,4.0,27.0,36.0,34.0,10.77,2.9,3.04,97.5,0.49,0.338,0.255,0.497,0.673,0.533,0.567,29.7,1.04,1.29,19.3,105.7,108.6,3.2,1.0,4.2,0.069,0.04,0.109,0.335,-2.3,6.9,14.0,1.2,3.6,4.7,6.9,1,0,0,1,0,0,0,0
Baylor Scheierman,2024,30,23.73,79.5,202,80.25,18.1,8.8,3.9,0.9,0.1,1.6,2.2,35.0,36.0,32.0,10.89,2.94,3.09,102.5,0.448,0.381,0.591,0.231,0.876,0.56,0.596,25.5,0.78,1.77,21.9,118.3,99.5,6.7,3.1,9.8,0.118,0.075,0.19,0.395,-0.8,6.1,13.7,3.1,8.1,2.8,3.2,0,0,1,0,0,0,1,0
Jonathan Mogbo,2024,31,22.64,79.5,217,86.0,17.8,12.7,4.6,2.0,1.0,3.3,2.2,34.0,36.0,37.5,11.14,3.07,3.02,108.5,0.636,0.0,0.006,0.321,0.692,0.636,0.648,22.7,1.08,2.07,31.2,132.3,91.1,7.0,4.1,11.1,0.179,0.106,0.281,0.316,-2.0,7.6,11.9,0.0,0.1,2.6,3.8,1,0,0,0,0,1,0,0
Kyle Filipowski,2024,32,20.62,84.0,230,82.5,19.4,9.8,3.3,1.3,1.8,3.6,2.5,36.0,36.0,32.5,11.43,2.93,3.19,107.0,0.505,0.348,0.257,0.383,0.671,0.549,0.573,27.7,0.66,1.32,26.0,117.3,94.5,6.6,4.5,11.1,0.124,0.091,0.219,0.336,-0.7,7.2,14.3,1.3,3.7,3.7,5.5,0,0,1,0,1,0,0,0
Tyler Smith,2024,33,19.63,82.25,224,85.0,22.3,8.3,2.2,1.3,1.5,4.3,2.0,43.0,36.0,38.0,10.74,2.99,3.28,105.0,0.48,0.36,0.363,0.185,0.732,0.545,0.612,24.6,0.43,1.06,18.46,109.4,118.2,,,,,,,0.36,-1.4,8.0,16.8,2.2,6.1,2.3,3.1,0,1,0,0,0,0,0,1
Tyler Kolek,2024,34,23.23,74.5,197,74.75,16.7,5.4,8.4,1.7,0.2,1.1,3.1,31.0,36.0,34.0,10.97,3.08,3.27,95.0,0.496,0.388,0.345,0.268,0.851,0.563,0.6,24.3,1.73,2.69,24.3,120.1,101.6,6.9,3.2,10.1,0.133,0.067,0.2,0.368,-0.2,6.1,12.4,1.7,4.3,2.8,3.3,0,0,1,0,0,0,1,0
Johnny Furphy,2024,35,19.53,80.75,189,80.0,13.5,7.3,1.5,1.3,0.5,3.2,1.3,33.0,36.0,32.0,11.15,3.17,3.2,104.5,0.466,0.352,0.607,0.393,0.765,0.573,0.609,17.6,0.4,1.18,17.0,120.5,100.7,3.8,2.8,6.6,0.086,0.07,0.156,0.361,-0.5,4.3,9.3,2.0,5.7,2.8,3.7,0,0,1,1,0,0,0,0
Juan Núñez,2024,36,20.04,77.25,206,78.5,15.4,5.3,7.7,2.6,0.1,3.0,3.6,54.0,36.0,29.0,11.47,3.1,3.41,102.0,0.47,0.319,0.322,0.339,0.607,0.521,0.537,22.6,1.53,2.14,17.31,108.5,106.2,,,,,,,0.326,,5.8,12.4,1.3,4.0,2.5,4.2,0,1,0,0,0,0,0,1
Bobi Klintman,2024,37,21.29,82.0,212,83.0,16.9,7.9,1.5,1.7,0.8,4.5,2.9,26.0,36.0,32.5,11.49,3.21,3.23,106.5,0.434,0.337,0.465,0.379,0.813,0.513,0.565,20.84,0.32,0.53,13.86,103.2,108.4,,,,,,,0.367,-0.2,5.5,12.7,2.0,5.9,3.9,4.8,0,1,0,0,0,0,0,1
Ajay Mitchell,2024,38,21.99,76.5,197,78.25,22.9,4.6,4.5,1.3,0.4,2.9,2.9,29.0,36.0,33.5,11.12,2.95,3.11,101.0,0.504,0.393,0.217,0.473,0.858,0.547,0.612,31.1,0.91,1.55,25.7,119.3,106.2,4.6,0.4,5.0,0.149,0.048,0.197,0.364,-2.0,7.7,15.3,1.3,3.3,6.2,7.2,1,0,0,0,0,1,0,0
Jaylen Wells,2024,39,20.82,79.75,206,79.25,15.5,5.7,1.5,0.6,0.2,2.3,0.8,34.0,36.0,36.0,11.28,3.03,3.08,103.5,0.436,0.417,0.527,0.304,0.814,0.545,0.585,20.1,0.39,1.83,18.6,128.5,104.3,5.7,1.6,7.3,0.125,0.056,0.181,0.378,-1.7,5.0,11.6,2.5,6.1,2.9,3.5,0,0,1,0,0,1,0,0
Oso Ighodaro,2024,40,21.97,82.75,222,83.0,14.9,7.6,3.2,1.2,1.4,2.4,2.0,36.0,36.0,39.5,11.25,3.12,3.09,104.5,0.576,0.0,0.006,0.429,0.623,0.576,0.59,20.7,0.78,1.64,21.9,120.2,101.4,4.5,3.4,8.0,0.109,0.068,0.178,0.307,0.0,6.0,10.5,0.0,0.1,2.8,4.5,0,0,1,0,0,0,1,0
Adem Bona,2024,41,21.23,81.5,243,87.75,16.8,8.0,1.7,1.5,2.4,4.9,3.4,33.0,36.0,40.0,11.01,3.01,3.15,108.0,0.588,0.0,0.004,0.569,0.696,0.588,0.619,25.0,0.46,0.5,23.3,109.8,96.2,1.9,4.5,6.5,0.078,0.087,0.165,0.317,-0.4,6.3,10.7,0.0,0.0,4.2,6.1,1,0,0,0,1,0,0,0
KJ Simpson,2024,42,21.87,73.5,187,76.5,20.2,6.0,5.0,1.7,0.1,2.6,2.2,37.0,36.0,40.5,10.49,2.98,3.24,93.5,0.475,0.434,0.355,0.363,0.876,0.552,0.606,26.7,1.01,2.23,24.8,125.5,102.5,6.9,3.2,10.1,0.157,0.062,0.222,0.382,-2.8,6.7,14.2,2.2,5.0,4.5,5.2,0,0,1,0,0,1,0,0
Nikola Djurisic,2024,43,20.32,80.25,209,80.0,17.8,3.4,4.1,1.4,0.5,3.4,3.8,36.0,36.0,34.5,10.63,2.92,3.12,102.5,0.444,0.305,0.332,0.472,0.763,0.495,0.551,25.36,0.74,1.07,13.67,102.4,112.7,,,,,,,0.348,,5.9,13.2,1.3,4.4,4.8,6.2,0,1,0,0,0,0,0,1
Pelle Larsson,2024,44,23.32,78.5,212,79.5,15.3,4.9,4.5,1.1,0.3,3.1,2.3,36.0,36.0,38.0,11.15,2.91,3.06,102.0,0.519,0.426,0.344,0.369,0.75,0.592,0.622,18.8,1.07,1.97,17.8,123.7,101.4,4.1,3.3,7.4,0.107,0.066,0.177,0.354,-0.6,5.4,10.4,1.5,3.6,2.9,3.9,0,0,1,0,0,0,1,0
Jamal Shead,2024,45,21.99,73.5,201,75.0,15.0,4.3,7.3,2.5,0.5,2.3,2.3,37.0,36.0,37.5,10.87,2.87,2.94,96.0,0.409,0.309,0.321,0.24,0.779,0.458,0.495,25.1,1.61,3.11,22.6,114.8,89.2,6.3,6.4,12.7,0.108,0.111,0.219,0.351,-2.3,5.5,13.6,1.3,4.4,2.5,3.3,0,0,1,0,0,0,1,0
Cam Christie,2024,46,18.91,77.75,190,80.0,13.5,4.3,2.7,0.8,0.4,2.0,1.4,33.0,36.0,35.5,11.07,2.95,3.07,101.5,0.403,0.391,0.577,0.216,0.791,0.516,0.546,19.7,0.7,1.95,13.7,112.0,109.8,2.1,0.6,2.7,0.064,0.036,0.101,0.375,-0.8,4.5,11.2,2.5,6.5,1.9,2.4,0,0,1,1,0,0,0,0
Antonio Reeves,2024,47,23.58,77.75,187,80.25,23.2,4.8,1.9,0.8,0.3,2.0,1.4,33.0,36.0,36.0,11.44,3.16,3.14,100.5,0.512,0.447,0.41,0.285,0.863,0.603,0.64,25.9,0.36,1.35,23.6,129.2,112.9,7.3,-0.3,7.0,0.158,0.023,0.181,0.392,-1.0,8.2,15.9,2.9,6.5,3.9,4.5,0,0,1,0,0,0,1,0
Harrison Ingram,2024,48,21.56,78.5,234,84.25,13.4,9.7,2.4,1.5,0.4,2.1,1.5,37.0,36.0,35.0,11.36,2.94,3.17,102.5,0.43,0.385,0.446,0.259,0.612,0.516,0.53,18.8,0.62,1.57,18.3,116.1,97.6,4.7,3.9,8.5,0.082,0.079,0.162,0.34,-1.5,4.8,11.2,1.9,5.0,1.8,2.9,0,0,1,0,0,1,0,0
Tristen Newton,2024,49,23.15,76.5,192,78.75,16.4,7.1,6.7,1.0,0.3,1.9,2.7,40.0,36.0,32.5,10.96,2.84,3.24,100.0,0.415,0.321,0.503,0.474,0.808,0.495,0.561,24.7,1.26,2.53,22.4,123.0,98.1,7.0,3.3,10.4,0.145,0.078,0.223,0.365,-2.0,4.9,11.9,1.9,6.0,4.6,5.6,1,0,0,0,0,0,1,0
Enrique Freeman,2024,50,23.89,80.5,212,86.0,20.6,14.3,1.8,0.9,1.9,3.1,2.8,35.0,36.0,35.0,10.99,3.04,3.26,108.0,0.584,0.37,0.135,0.571,0.728,0.609,0.643,27.1,0.41,0.65,31.1,124.1,91.1,5.9,2.4,8.3,0.158,0.105,0.264,0.334,-2.5,7.4,12.6,0.6,1.7,5.3,7.2,1,0,0,0,0,0,1,0
Melvin Ajinca,2024,51,19.98,80.5,214,79.5,14.8,5.1,1.1,0.7,0.1,3.3,1.1,35.0,36.0,31.0,11.78,3.0,3.38,106.5,0.399,0.357,0.681,0.243,0.814,0.521,0.556,19.25,0.28,1.0,12.64,114.5,107.4,,,,,,,0.383,,4.8,11.9,2.9,8.1,2.4,2.9,0,1,0,0,0,0,0,1
Quinten Post,2024,52,24.25,85.25,244,86.5,19.2,9.2,3.2,1.0,2.0,3.2,2.8,35.0,36.0,27.0,11.48,3.03,3.4,112.0,0.514,0.431,0.269,0.285,0.821,0.572,0.607,26.9,0.7,1.16,25.6,116.9,102.1,6.5,3.1,9.6,0.118,0.065,0.183,0.365,-1.3,7.2,13.9,1.6,3.7,3.3,4.0,1,0,0,0,0,0,1,0
Cam Spencer,2024,53,24.21,76.25,202,77.0,15.7,5.3,4.0,1.6,0.3,2.3,1.1,40.0,36.0,30.5,11.07,3.0,3.35,98.5,0.484,0.44,0.556,0.222,0.911,0.606,0.64,19.0,0.98,3.62,22.8,139.4,97.8,7.2,4.5,11.8,0.158,0.079,0.24,0.395,-1.2,5.4,11.1,2.7,6.1,2.2,2.5,1,0,0,0,0,0,1,0
